43,92,553,0.4,0,7,1.75
43,93,553,0.326,0,8,2.16
44,84,639,0.275,0,0,1.54
44,85,639,0.28,0,0,1.75
44,86,639,0.028,0,0,1.33
44,87,639,0.295,0,2,1.54
44,89,639,0.339,0,6,1.96
44,90,639,0.326,0,9,1.96
44,92,639,0.4,0,9,1.96
44,93,639,0.326,0,10,2.56
45,83,645,0.5,30,15,1.54
45,84,645,0.513,37,17,1.75
45,85,645,0.5,40,19,2.16
45,86,645,0.499,48,19,2.2
46,83,768,0.5,42,16,1.75
46,84,768,0.513,46,21,2.36
46,85,768,0.5,47,26,2.76
46,86,768,0.499,47,26,2.76
47,83,540,0.4,1,10,1.3
47,84,540,0.422,1,13,1.33
47,85,540,0.41,1,14,1.33
47,86,540,0.407,1,14,1.54
47,87,540,0.368,1,20,1.8
47,89,540,0.428,1,21,2
47,90,540,0.54,2,20,2.16
47,92,540,0.365,15,22,2.16
48,83,645,0.4,22,16,1.3
48,84,645,0.422,35,20,1.4
48,85,645,0.41,40,21,1.54
48,86,645,0.407,45,22,1.54
48,87,645,0.368,50,22,1.54
49,83,768,0.4,40,20,1.3
49,84,768,0.422,46,23,1.8
49,85,768,0.41,50,25,1.96
49,86,768,0.407,70,31,2.16
49,87,768,0.368,60,30,2.16
50,85,540,1.9,0,5,1.54
50,86,540,2.043,0,6,1.54
50,87,540,1.789,0,8,2.16
50,88,540,1.895,0,15,2.7
50,90,540,1.9,0,18,2.95
50,92,540,2.013,0,17,2.95
51,84,660,1.5,0,0,1.54
51,85,660,1.55,0,0,1.54
51,86,660,1.672,0,3,1.96
51,87,660,1.46,1,5,1.96
51,88,660,1.655,0,6,2.56
51,90,660,1.7,3,8,2.16
51,92,660,1.773,1,10,2.56
51,93,660,1.74,0,10,2.95
52,84,490,1.658,0,0,2
52,85,490,1.658,0,0,2.16
52,86,490,1.658,0,0,2.16
52,87,490,1.658,0,0,2.16
52,88,490,1.658,0,4,2.56
52,90,490,1.658,8,7,2.56
52,92,490,1.658,0,8,2.76
52,93,490,1.658,0,8,2.76
53,83,720,1.9,40,6,3.13
53,84,720,2.094,39,4,3.13
53,85,720,1.691,46,10,3.13
53,87,720,1.694,53,13,3.13
54,90,680,1.6,0,9,2.56
54,92,680,1.825,0,11,2.56
54,93,680,1.31,0,11,2.95
55,83,590,1.5,31,4,2.16
55,84,590,1.496,31,4,2.95
55,85,590,1.55,33,3,2.95
55,87,590,1.749,36.7,5.3,2.95
55,90,590,1.846,33,7,2.95
56,84,380,1.4,0,0,1.1
56,85,380,1.478,0,4,1.12
56,86,380,1.5,0,4,1.1
56,87,380,1.441,0,5,1.1
56,88,380,1.4,0,6,1.33
56,90,380,1.469,0,8,1.4
56,92,380,1.512,0,9,1.6
56,93,380,1.62,0,10,1.7
57,83,410,2.3,0,0,1.54
57,84,410,2.244,0,0,1.54
57,85,410,2.255,0,0,1.54
57,86,410,2.415,0,0,1.54
57,87,410,2.266,0,0,1.54
57,88,410,2.393,0,3,1.7
57,90,410,2.5,1,6,1.7
57,92,410,2.607,0,7,1.9
57,93,410,1.74,0,6,1.9
58,83,510,1.6,0,0,1.54
58,84,510,1.795,0,0,1.54
58,85,510,1.55,0,0,1.54
58,86,510,1.672,0,0,1.54
58,87,510,1.46,0,0,1.54
58,88,510,1.655,0,0,1.7
58,90,510,1.7,1,4,1.9
58,92,510,1.6,1,6,1.9
58,93,510,1.66,1,7,2
59,83,380,1.309,0,0,1.1
59,84,380,1.316,0,5,1.12
59,85,380,1.478,0,7,1.12
59,86,380,1.5,0,9,1.1
59,87,380,1.441,0,9,1.1
59,88,380,1.4,0,8.5,1.5
59,90,380,1.469,0,11,1.5
59,92,380,1.512,0,12,1.7
59,93,380,1.62,0,11,1.7
